,title,code,type,lastupdateofdata,lasttablestructurechange,datastart,dataend
4038,"Numberofemployeeswithvariableworkinghours,bysex,ageandoccupation",LFSO_04VAWKISCO,dataset,2014-03-10T23:00:00+0100,2023-12-21T23:00:00+0100,2004,2004
4039,"Frequencyofdrinkingsugar-sweetenedsoftdrinksbysex,ageandincomequintile",HLTH_EHIS_FV7I,dataset,2021-11-11T23:00:00+0100,2024-01-03T23:00:00+0100,2019,2019
4040,"Recyclingratesofpackagingwasteformonitoringcompliancewithpolicytargets,bytypeofpackaging",ENV_WASPACR,dataset,2024-10-23T23:00:00+0200,2024-10-23T23:00:00+0200,1997,2022
4041,Salesandcollectionofportablebatteriesandaccumulators,ENV_WASPB,dataset,2024-04-08T23:00:00+0200,2024-04-08T23:00:00+0200,2009,2021
4042,"Frequencyofdrinkingsugar-sweetenedsoftdrinksbysex,ageandbodymassindex",HLTH_EHIS_FV7M,dataset,2021-10-29T23:00:00+0200,2024-01-03T23:00:00+0100,2019,2019
4043,"Difficultiesinhouseholdactivitiesbysex,ageandlevelofdisability(activitylimitation)",HLTH_EHIS_HA1D,dataset,2022-11-16T23:00:00+0100,2024-01-04T23:00:00+0100,2014,2019
4044,Consumptionoflightweightplasticcarrierbagsbytheirwallthickness,ENV_WASPCB,dataset,2024-11-11T23:00:00+0100,2024-11-11T23:00:00+0100,2018,2022
4045,"Difficultiesinhouseholdactivitiesbysex,ageandeducationalattainmentlevel",HLTH_EHIS_HA1E,dataset,2021-12-17T23:00:00+0100,2024-01-04T23:00:00+0100,2014,2019
4046,"Difficultiesinhouseholdactivitiesbysex,ageanduseofhomecareservices",HLTH_EHIS_HA1HCS,dataset,2021-12-17T23:00:00+0100,2024-01-04T23:00:00+0100,2019,2019
4047,Managementofwastebywastemanagementoperationsandtypeofmaterial-Sankeydiagramdata,ENV_WASSD,dataset,2024-11-07T11:00:00+0100,2024-11-07T11:00:00+0100,2010,2023
4048,"Difficultiesinhouseholdactivitiesbysex,ageandincomequintile",HLTH_EHIS_HA1I,dataset,2021-12-17T23:00:00+0100,2024-01-04T23:00:00+0100,2019,2019
4049,"Transboundaryshipmentsofnotifiedwastebypartner,hazardousnessandwastemanagementoperations",ENV_WASSHIP,dataset,2024-11-21T23:00:00+0100,2024-08-05T23:00:00+0200,2010,2022
4050,"Numberofemployeeswithvariableworkinghours,bysex,ageandeconomicactivity",LFSO_04VAWKNA11,dataset,2014-03-10T23:00:00+0100,2023-12-21T23:00:00+0100,2004,2004
4051,"Difficultiesinhouseholdactivitiesbysex,ageanddegreeofurbanisation",HLTH_EHIS_HA1U,dataset,2022-07-20T11:00:00+0200,2024-01-04T23:00:00+0100,2014,2019
4052,Tradeinwastebytypeofmaterialandpartner,ENV_WASTRDMP,dataset,2024-04-16T23:00:00+0200,2024-04-16T23:00:00+0200,2004,2023
4053,"Numberofemployeesfindingitconvenientforpersonallifetodoshiftworkoron-callwork,bysex,ageandoccupation",LFSO_04WK1PISCO,dataset,2014-03-10T23:00:00+0100,2023-12-21T23:00:00+0100,2004,2004
4054,"Treatmentofwastebywastecategory,hazardousnessandwastemanagementoperations",ENV_WASTRT,dataset,2024-11-27T23:00:00+0100,2024-09-30T23:00:00+0200,2004,2022
4055,"Needforhelpwithhouseholdactivitiesbysex,ageandlevelofactivitylimitation",HLTH_EHIS_HAHLPD,dataset,2022-07-20T11:00:00+0200,2024-01-03T23:00:00+0100,2014,2019
4056,"Numberofemployeesfindingitconvenientforpersonallifetodoshiftworkoron-callwork,bysex,ageandeconomicactivity",LFSO_04WK1PNA11,dataset,2014-03-10T23:00:00+0100,2023-12-21T23:00:00+0100,2004,2004
4057,"Needforhelpwithhouseholdactivitiesbysex,ageandeducationalattainmentlevel",HLTH_EHIS_HAHLPE,dataset,2022-05-13T11:00:00+0200,2024-01-03T23:00:00+0100,2014,2019
4058,Waterabstractionbyriverbasindistrict(RBD),ENV_WATABS_RB,dataset,2024-07-05T23:00:00+0200,2024-07-05T23:00:00+0200,2000,2022
4059,"Numberofemployeesfindingitconvenientforpersonallifetoworkintheevening,oratnight,orduringweekends,bysex,ageandoccupation",LFSO_04WK2PISCO,dataset,2014-03-10T23:00:00+0100,2023-12-21T23:00:00+0100,2004,2004
4060,"Needforhelpwithhouseholdactivitiesbysex,ageanddegreeofurbanisation",HLTH_EHIS_HAHLPU,dataset,2022-07-20T11:00:00+0200,2024-01-03T23:00:00+0100,2014,2019
4061,"Numberofemployeesfindingitconvenientforpersonallifetoworkintheevening,oratnight,orduringweekends,bysex,ageandeconomicactivity",LFSO_04WK2PNA11,dataset,2014-03-10T23:00:00+0100,2023-12-21T23:00:00+0100,2004,2004
4062,"Numberofpart-timeemployees,byworkingtimepatterncomparedwith'full-timers',sex,ageandoccupation",LFSO_04WKTPISCO,dataset,2014-03-10T23:00:00+0100,2023-12-21T23:00:00+0100,2004,2004
4063,"Self-reportedvaccinationagainstinfluenzabysex,ageandeducationalattainmentlevel(%)",HLTH_EHIS_HC1,dataset,2014-03-20T23:00:00+0100,2023-12-21T23:00:00+0100,2008,2008
4064,"Numberofpart-timeemployeesbyworkingtimepatterncomparedwith'full-timers',sex,ageandeconomicactivity",LFSO_04WKTPNA11,dataset,2014-03-10T23:00:00+0100,2023-12-21T23:00:00+0100,2004,2004
4065,"Self-reporteduseofnon-prescribedmedicinesbysex,ageandeducationalattainmentlevel",HLTH_EHIS_HC10,dataset,2014-03-26T23:00:00+0100,2024-01-03T23:00:00+0100,2008,2008
4066,Freshwaterresourcesbyriverbasindistrict(RBD),ENV_WATRES_RB,dataset,2024-07-05T23:00:00+0200,2024-07-05T23:00:00+0200,2000,2022
4067,Healthylifeyearsat65-females,TESPM130,dataset,2024-06-11T23:00:00+0200,2024-06-11T23:00:00+0200,2011,2022
4068,Numberofemployedpersonsbetween15and64yearsoldwishingtochangetheorganisationoftheirworkinglifeandcareresponsibilities,LFSO_05CHANGE,dataset,2014-03-12T23:00:00+0100,2023-12-21T23:00:00+0100,2005,2005
4069,Waterusebyriverbasindistrict(RBD),ENV_WATUSE_RB,dataset,2024-07-05T23:00:00+0200,2024-07-05T23:00:00+0200,2000,2022
4070,Self-reportedbreastexaminationbyX-raybyeducationalattainmentlevelamongwomenaged50-69(%),HLTH_EHIS_HC2,dataset,2014-03-20T23:00:00+0100,2023-12-21T23:00:00+0100,2008,2008
4071,Housingcostoverburdenrate,TESPM140,dataset,2024-10-04T23:00:00+0200,2024-10-04T23:00:00+0200,2012,2023
4072,Averageusualworkinghoursofemployedpersonsbetween15and64yearsoldbywishtochangetheorganisationoftheirworkinglifeandcareresponsibilities,LFSO_05CHANGH,dataset,2014-03-12T23:00:00+0100,2023-12-21T23:00:00+0100,2005,2005
4073,Self-reportedcervicalsmeartestbyeducationalattainmentlevelamongwomenaged20-69(%),HLTH_EHIS_HC3,dataset,2014-03-20T23:00:00+0100,2023-12-21T23:00:00+0100,2008,2008
4074,Persistent-at-risk-of-povertyrate,TESPM150,dataset,2024-11-08T23:00:00+0100,2024-11-08T23:00:00+0100,2012,2023
4075,Annualfreshwaterabstractionbysourceandsector,ENV_WAT_ABS,dataset,2024-07-05T23:00:00+0200,2024-07-05T23:00:00+0200,1970,2022
4076,"Self-reportedcolorectalcancerscreeningtestbysex,ageandeducationalattainmentlevelamongpeopleaged50-74(%)",HLTH_EHIS_HC4,dataset,2014-03-20T23:00:00+0100,2023-12-21T23:00:00+0100,2008,2008
4077,Numberofpersonsbetween15and64yearsoldwishingtochangetheorganisationoftheirworkinglifeandcareresponsibilities,LFSO_05CHANGP,dataset,2014-03-12T23:00:00+0100,2023-12-21T23:00:00+0100,2005,2005
4078,Inequalityofincomedistribution,TESPM151,dataset,2024-10-04T23:00:00+0200,2024-10-04T23:00:00+0200,2012,2023
4079,"Mainreasons(linkedwithcareofotherpeopleinneedofcare)givenbyemployedpersonsbetween15and64yearsoldfornotworkingornotworkingmore,byworkingtimepattern",LFSO_05NOWRE1,dataset,2014-03-12T23:00:00+0100,2023-12-21T23:00:00+0100,2005,2005
4080,Waterusebalance,ENV_WAT_BAL,dataset,2024-07-08T11:00:00+0200,2024-07-08T11:00:00+0200,1970,2022
4081,"Mainreasons(linkedwithcareofotherpeopleinneedofcare)givenbyemployedpersonsbetween15and64yearsoldfornotworkingornotworkingmore,byoccupation",LFSO_05NOWRE2,dataset,2014-03-12T23:00:00+0100,2023-12-21T23:00:00+0100,2005,2005
4082,Mainchildcare-relatedreasonsgivenbyemployedpersonsbetween15and64yearsoldfornotworkingornotworkingmore,LFSO_05NOWREE,dataset,2014-03-12T23:00:00+0100,2023-12-21T23:00:00+0100,2005,2005
4083,Waterusebysupplycategoryandeconomicalsector,ENV_WAT_CAT,dataset,2024-07-05T23:00:00+0200,2024-07-05T23:00:00+0200,1970,2022
4084,Averageusualworkinghoursofemployedpersonsbetween15and64yearsoldbymainchildcare-relatedreasonsgivenfornotworkingornotworkingmore,LFSO_05NOWREH,dataset,2014-03-12T23:00:00+0100,2023-12-21T23:00:00+0100,2005,2005
4085,Wateruseinthemanufacturingindustrybyactivityandsupplycategory,ENV_WAT_IND,dataset,2024-07-05T23:00:00+0200,2024-07-05T23:00:00+0200,1970,2022
4086,"Self-reportedconsultationofamedicalprofessionalbysex,ageandeducationalattainmentlevel(%)",HLTH_EHIS_HC5,dataset,2014-03-20T23:00:00+0100,2023-12-21T23:00:00+0100,2008,2008
4087,Mainchildcare-relatedreasonsgivenbypersonsbetween15and64yearsoldfornotworkingornotworkingmore,LFSO_05NOWREP,dataset,2014-03-12T23:00:00+0100,2023-12-21T23:00:00+0100,2005,2005
4088,Renewablefreshwaterresources–longtermannualaverages,ENV_WAT_LTAA,dataset,2024-07-05T23:00:00+0200,2023-07-31T23:00:00+0200,,
4089,At-risk-of-povertyrateofolderpeoplebysex-EU-SILCsurvey,TESPN010,dataset,2024-11-26T11:00:00+0100,2024-11-26T11:00:00+0100,2012,2023
4090,"Self-reportedconsultationofapsychologistorphysiotherapistbysex,ageandeducationalattainmentlevel(%)",HLTH_EHIS_HC6,dataset,2014-03-20T23:00:00+0100,2024-01-03T23:00:00+0100,2008,2008
4091,"Numberofemployedpersonsbetween15and64yearsoldwhocantakewholedaysoffforfamilyreasons,byeconomicactivity",LFSO_05POSOE1,dataset,2014-03-12T23:00:00+0100,2023-12-21T23:00:00+0100,2005,2005
4092,Populationconnectedtopublicwatersupply,ENV_WAT_POP,dataset,2024-07-05T23:00:00+0200,2024-07-05T23:00:00+0200,1990,2022
4093,Medianrelativeincomeofelderlypeople-EU-SILCsurvey,TESPN020,dataset,2024-10-04T23:00:00+0200,2024-10-04T23:00:00+0200,2012,2023
4094,"Self-reporteduseofprescribedmedicinesforspecificdiseasesbysex,ageandeducationalattainmentlevel",HLTH_EHIS_HC7,dataset,2014-03-20T23:00:00+0100,2023-12-21T23:00:00+0100,2008,2008
4095,"Numberofemployedpersonsbetween15and64yearsoldwhocantakewholedaysoffforfamilyreasons,byoccupation",LFSO_05POSOE2,dataset,2014-03-12T23:00:00+0100,2023-12-21T23:00:00+0100,2005,2005
4096,At-risk-of-povertyrateofolderpeoplebydetailedagegroup-EU-SILCsurvey,TESPN050,dataset,2024-11-26T11:00:00+0100,2024-11-26T11:00:00+0100,2012,2023
4097,Renewablefreshwaterresources,ENV_WAT_RES,dataset,2024-07-05T23:00:00+0200,2024-07-05T23:00:00+0200,1970,2022
4098,"Self-reportedhospitalin-patientandday-patientadmissionsbysex,ageandeducationalattainmentlevel(%)",HLTH_EHIS_HC8,dataset,2014-03-20T23:00:00+0100,2024-01-03T23:00:00+0100,2008,2008
4099,Medianrelativeincomeofelderlypeople(60+)-EU-SILCsurvey,TESPN060,dataset,2024-10-04T23:00:00+0200,2024-10-04T23:00:00+0200,2012,2023
4100,"Numberofemployedpersonsbetween15and64yearsoldwhocanvarystart/endofworkingdayforfamilyreasons,byeconomicactivity",LFSO_05POSSE1,dataset,2014-03-12T23:00:00+0100,2023-12-21T23:00:00+0100,2005,2005
4101,Aggregatereplacementratioforpensions(excludingothersocialbenefits)bysex,TESPN070,dataset,2024-10-04T23:00:00+0200,2024-10-04T23:00:00+0200,2010,2023
4102,"Numberofemployedpersonsbetween15and64yearsoldwhocanvarystart/endofworkingdayforfamilyreasons,byoccupation",LFSO_05POSSE2,dataset,2014-03-12T23:00:00+0100,2023-12-21T23:00:00+0100,2005,2005
4103,Incomeinequalityforolderpeople-EU-SILCsurvey,TESPN080,dataset,2024-10-04T23:00:00+0200,2024-10-04T23:00:00+0200,2012,2023
4104,Relativemedianpovertyriskgapofelderlypeople-EU-SILCsurvey,TESPN090,dataset,2024-10-04T23:00:00+0200,2024-10-04T23:00:00+0200,2012,2023
4105,At-risk-of-povertyrateforpensioners-EU-SILCsurvey,TESPN100,dataset,2024-10-04T23:00:00+0200,2024-10-04T23:00:00+0200,2012,2023
4106,At-risk-of-povertyrateofelderlypeoplebytenurestatus-EU-SILCsurvey,TESPN110,dataset,2024-10-04T23:00:00+0200,2024-10-04T23:00:00+0200,2012,2023
4107,Dispersionaroundtheat-risk-of-povertythresholdforelderlypeople-EU-SILCsurvey,TESPN120,dataset,2024-11-26T11:00:00+0100,2024-11-26T11:00:00+0100,2012,2023
4108,"Numberofemployedpersonsbetween15and64yearsoldhavingtomakeworkingtimearrangementsoverthelast12monthstocareforchildren,byworkingtimepattern",LFSO_05REDUC1,dataset,2014-03-12T23:00:00+0100,2023-12-21T23:00:00+0100,2005,2005
4109,"Self-reporteduseofprescribedmedicinesbysex,ageandeducationalattainmentlevel",HLTH_EHIS_HC9,dataset,2014-03-26T23:00:00+0100,2024-01-03T23:00:00+0100,2008,2008
4110,Genderdifferencesintheat-risk-of-povertyratebyage-EU-SILCsurvey,TESPN240,dataset,2024-10-04T23:00:00+0200,2024-10-04T23:00:00+0200,2012,2023
4111,Watermadeavailableforuse,ENV_WAT_USE,dataset,2024-07-05T23:00:00+0200,2024-07-05T23:00:00+0200,1980,2022
4112,"Self-reportedhospitalin-patientandday-patientadmissionsbysex,ageandeducationalattainmentlevel",HLTH_EHIS_HO1E,dataset,2022-05-13T11:00:00+0200,2024-01-03T23:00:00+0100,2014,2019
4113,"Numberofemployedpersonsbetween15and64yearsoldhavingtomakeworkingtimearrangementsoverthelast12monthstocareforchildren,byoccupation",LFSO_05REDUC2,dataset,2014-03-12T23:00:00+0100,2023-12-21T23:00:00+0100,2005,2005
4114,Populationconnectedtowastewatertreatmentplants,ENV_WW_CON,dataset,2024-07-10T23:00:00+0200,2024-07-05T23:00:00+0200,1970,2022
4115,Genderdifferencesintherelativeincomeofelderlypeople(65+)-EU-SILCsurvey,TESPN250,dataset,2024-10-04T23:00:00+0200,2024-10-04T23:00:00+0200,2012,2023
4116,"Self-reportedhospitalin-patientandday-patientadmissionsbysex,ageanddegreeofurbanisation",HLTH_EHIS_HO1U,dataset,2019-03-21T23:00:00+0100,2024-01-03T23:00:00+0100,2014,2014
4117,Genderdifferencesintheaggregatereplacementratioforpensions(excludingothersocialbenefits)-EU-SILCsurvey,TESPN260,dataset,2024-10-04T23:00:00+0200,2024-10-04T23:00:00+0200,2012,2023
4118,Numberofemployedpersonsbetween15and64yearsoldregularlytakingcareofotherchildrenorpeopleinneedofcare,LFSO_05REGCE,dataset,2014-03-12T23:00:00+0100,2023-12-21T23:00:00+0100,2005,2005
4119,Genderdifferencesintherelativeincomeofolderpeople-EU-SILCsurvey,TESPN270,dataset,2024-10-04T23:00:00+0200,2024-10-04T23:00:00+0200,2012,2023
4120,"Personsprovidinginformalcareorassistanceatleastonceaweekbysex,ageandeducationalattainmentlevel",HLTH_EHIS_IC1E,dataset,2022-09-09T23:00:00+0200,2024-01-03T23:00:00+0100,2014,2019
4121,At-risk-of-povertyratebysex,TESSI010,dataset,2024-11-26T11:00:00+0100,2024-11-26T11:00:00+0100,2005,2023
4122,At-risk-of-povertyratebyagegroup-EU-SILCsurvey,TESSI012,dataset,2024-11-26T11:00:00+0100,2024-11-26T11:00:00+0100,2012,2023
4123,"Personsprovidinginformalcareorassistanceatleastonceaweekbysex,ageanddegreeofurbanisation",HLTH_EHIS_IC1U,dataset,2022-10-27T23:00:00+0200,2024-01-03T23:00:00+0100,2014,2019
4124,At-risk-of-povertythreshold-EU-SILCsurvey,TESSI014,dataset,2024-10-04T23:00:00+0200,2024-10-04T23:00:00+0200,2012,2023
4125,"Self-reporteduseofprescribedmedicinesbysex,ageandcountryofbirth",HLTH_EHIS_MD1B,dataset,2022-11-11T23:00:00+0100,2024-01-03T23:00:00+0100,2014,2019
4126,Persistentat-risk-ofpovertyratebysex-EU-SILCsurvey,TESSI020,dataset,2024-11-08T23:00:00+0100,2024-11-08T23:00:00+0100,2012,2023
4127,Persistentat-risk-ofpovertyratebyagegroup-EU-SILCsurvey,TESSI022,dataset,2024-11-08T23:00:00+0100,2024-11-08T23:00:00+0100,2012,2023
4128,Relativemedianpovertyriskgapbyagegroup-EU-SILCsurvey,TESSI030,dataset,2024-10-04T23:00:00+0200,2024-10-04T23:00:00+0200,2012,2023
4129,MaterialDeprivationratebysex-EU-SILCsurvey,TESSI080,dataset,2024-10-04T23:00:00+0200,2024-10-04T23:00:00+0200,2013,2023
4130,"Self-reporteduseofprescribedmedicinesbysex,ageandcountryofcitizenship",HLTH_EHIS_MD1C,dataset,2022-11-11T23:00:00+0100,2024-01-03T23:00:00+0100,2014,2019
4131,MaterialDeprivationratebyagegroup-EU-SILCsurvey,TESSI082,dataset,2024-10-04T23:00:00+0200,2024-10-04T23:00:00+0200,2013,2023
4132,Generationanddischargeofwastewaterbypollutant,ENV_WW_GENP,dataset,2024-07-05T23:00:00+0200,2024-07-05T23:00:00+0200,2000,2022
4133,At-risk-ofpovertyratebydetailedagegroup-EU-SILCsurvey,TESSI120,dataset,2024-11-26T11:00:00+0100,2024-11-26T11:00:00+0100,2012,2023
4134,"Self-reporteduseofprescribedmedicinesbysex,ageandeducationalattainmentlevel",HLTH_EHIS_MD1E,dataset,2022-03-22T11:00:00+0100,2024-01-03T23:00:00+0100,2014,2019
4135,Generationanddischargeofwastewaterinvolume,ENV_WW_GENV,dataset,2024-07-05T23:00:00+0200,2024-07-05T23:00:00+0200,1975,2022
4136,"Self-reporteduseofprescribedmedicinesbysex,ageanddegreeofurbanisation",HLTH_EHIS_MD1U,dataset,2022-10-27T23:00:00+0200,2024-01-03T23:00:00+0100,2014,2019
4137,At-risk-ofpovertyratebyhouseholdtype-EU-SILCsurvey,TESSI121,dataset,2024-10-04T23:00:00+0200,2024-10-04T23:00:00+0200,2012,2023
4138,At-risk-of-povertyrateofhouseholdswithoutdependentchildrenbyworkintensity-EU-SILCsurvey,TESSI122,dataset,2024-10-04T23:00:00+0200,2024-10-04T23:00:00+0200,2014,2023
4139,"Self-reporteduseofnon-prescribedmedicinesbysex,ageandcountryofbirth",HLTH_EHIS_MD2B,dataset,2022-11-11T23:00:00+0100,2024-01-03T23:00:00+0100,2014,2019
4140,Averageusualworkinghoursofemployedpersonsbetween15and64yearsoldbyregularcareofotherchildrenorpeopleinneedofcare,LFSO_05REGCH,dataset,2014-03-12T23:00:00+0100,2023-12-21T23:00:00+0100,2005,2005
4141,"Self-reporteduseofnon-prescribedmedicinesbysex,ageandcountryofcitizenship",HLTH_EHIS_MD2C,dataset,2022-11-11T23:00:00+0100,2024-01-03T23:00:00+0100,2014,2019
4142,"Self-reporteduseofnon-prescribedmedicinesbysex,ageandeducationalattainmentlevel",HLTH_EHIS_MD2E,dataset,2022-03-22T11:00:00+0100,2024-01-03T23:00:00+0100,2014,2019
4143,Numberofpersonsbetween15and64yearsoldregularlytakingcareofotherchildrenupto14orpeopleolderthan15inneedofcare,LFSO_05REGCP,dataset,2014-03-12T23:00:00+0100,2023-12-21T23:00:00+0100,2005,2005
4144,"Self-reporteduseofnon-prescribedmedicinesbysex,ageanddegreeofurbanisation",HLTH_EHIS_MD2U,dataset,2022-10-27T23:00:00+0200,2024-01-03T23:00:00+0100,2014,2019
4145,"Numberofemployedpersonsbetween15and64yearsoldtakingtimeoffoverthelast12monthsforfamilysicknessoremergencies,byeducationalattainmentlevel",LFSO_05TIMEE1,dataset,2014-03-12T23:00:00+0100,2023-12-21T23:00:00+0100,2005,2005
4146,At-risk-of-povertyrateofhouseholdswithatleastonedependentchildbyworkintensity-EU-SILCsurvey,TESSI123,dataset,2024-10-04T23:00:00+0200,2024-10-04T23:00:00+0200,2014,2023
4147,"Currentdepressivesymptomsbysex,ageandcountryofbirth",HLTH_EHIS_MH1B,dataset,2023-06-16T23:00:00+0200,2024-01-03T23:00:00+0100,2014,2019
4148,At-risk-ofpovertyratebymostfrequentactivitystatus-EU-SILCsurvey,TESSI124,dataset,2024-10-04T23:00:00+0200,2024-10-04T23:00:00+0200,2012,2023
4149,"Numberofemployedpersonsbetween15and64yearsoldtakingtimeoffoverthelast12monthsforfamilysicknessoremergencies,byeconomicactivity",LFSO_05TIMEE2,dataset,2014-03-12T23:00:00+0100,2023-12-21T23:00:00+0100,2005,2005
4150,At-risk-ofpovertyratebytenurestatus-EU-SILCsurvey,TESSI125,dataset,2024-10-04T23:00:00+0200,2024-10-04T23:00:00+0200,2012,2023
4151,"Currentdepressivesymptomsbysex,ageandcountryofbirth",HLTH_EHIS_MH1B$DV_2106,dataset,2023-06-16T23:00:00+0200,2024-01-03T23:00:00+0100,,
4152,"Numberofemployedpersonsbetween15and64yearsoldtakingtimeoffoverthelast12monthsforfamilysicknessoremergencies,byoccupation",LFSO_05TIMEE3,dataset,2014-03-12T23:00:00+0100,2023-12-21T23:00:00+0100,2005,2005
4153,Dispersionaroundtheat-risk-of-povertythreshold-EU-SILCsurvey,TESSI126,dataset,2024-11-26T11:00:00+0100,2024-11-26T11:00:00+0100,2012,2023
4154,"Currentdepressivesymptomsbysex,ageandcountryofcitizenship",HLTH_EHIS_MH1C,dataset,2023-06-16T23:00:00+0200,2024-01-03T23:00:00+0100,2014,2019
4155,Depthofmaterialdeprivation-EU-SILCsurvey,TESSI150,dataset,2024-10-04T23:00:00+0200,2024-10-04T23:00:00+0200,2012,2023
4156,Maintypeofchildcareusedbyemployedpersonsbetween15and64yearsoldforown/spouse'schildrenupto14whileworking,LFSO_05TYPECE,dataset,2014-03-12T23:00:00+0100,2023-12-21T23:00:00+0100,2005,2005
4157,Housingcostoverburdenratebysex-EU-SILCsurvey,TESSI160,dataset,2024-10-04T23:00:00+0200,2024-10-04T23:00:00+0200,2012,2023
4158,"Currentdepressivesymptomsbysex,ageandcountryofcitizenship",HLTH_EHIS_MH1C$DV_2107,dataset,2023-06-16T23:00:00+0200,2024-01-03T23:00:00+0100,,
4159,Sewagesludgeproductionanddisposal,ENV_WW_SPD,dataset,2024-07-05T23:00:00+0200,2024-07-05T23:00:00+0200,1970,2022
4160,Housingcostoverburdenratebyagegroup-EU-SILCsurvey,TESSI161,dataset,2024-10-04T23:00:00+0200,2024-10-04T23:00:00+0200,2012,2023
4161,Housingcostoverburdenratebyincomequintile-EU-SILCsurvey,TESSI162,dataset,2024-10-04T23:00:00+0200,2024-10-04T23:00:00+0200,2012,2023
4162,Individuals'levelofdigitalskillsbysexandage,EQ_DSKL07,dataset,2024-06-16T23:00:00+0200,2024-06-16T23:00:00+0200,2021,2023
4163,Individuals'levelofdigitalskillsbycountryofbirth,EQ_DSKL08,dataset,2024-06-16T23:00:00+0200,2024-06-16T23:00:00+0200,2021,2023
4164,Traintrafficontherailnetwork-Croatia(2015),RAIL_TF_NS15_HR,dataset,2018-06-28T11:00:00+0200,2024-01-03T23:00:00+0100,2015,2015
4165,"Currentdepressivesymptomsbylevelofdisability(activitylimitation),sexandage",HLTH_EHIS_MH1D,dataset,2023-10-24T23:00:00+0200,2024-01-03T23:00:00+0100,2014,2019
4166,Traintrafficontherailnetwork-Hungary(2015),RAIL_TF_NS15_HU,dataset,2018-06-28T11:00:00+0200,2024-01-03T23:00:00+0100,2015,2015
4167,Individuals'levelofdigitalskillsbycountryofcitizenship,EQ_DSKL09,dataset,2024-06-16T23:00:00+0200,2024-06-16T23:00:00+0200,2021,2023
4168,Traintrafficontherailnetwork-Ireland(2015),RAIL_TF_NS15_IE,dataset,2018-06-28T11:00:00+0200,2024-01-03T23:00:00+0100,2015,2015
4169,"Currentdepressivesymptomsbysex,ageandeducationalattainmentlevel",HLTH_EHIS_MH1E,dataset,2023-06-16T23:00:00+0200,2024-01-03T23:00:00+0100,2014,2019
4170,Traintrafficontherailnetwork-Italia(2015),RAIL_TF_NS15_IT,dataset,2018-06-28T11:00:00+0200,2024-01-03T23:00:00+0100,2015,2015
4171,Livebirths,EQ_FER05,dataset,2024-11-26T23:00:00+0100,2024-11-26T23:00:00+0100,2013,2024
4172,Traintrafficontherailnetwork-Liechtenstein(2015),RAIL_TF_NS15_LI,dataset,2018-05-17T23:00:00+0200,2024-01-03T23:00:00+0100,2015,2015
4173,"Currentdepressivesymptomsbysex,ageandeducationalattainmentlevel",HLTH_EHIS_MH1E$DV_463,dataset,2023-06-16T23:00:00+0200,2024-01-03T23:00:00+0100,,
4174,Deathsbysex,EQ_MOR06,dataset,2024-11-26T23:00:00+0100,2024-11-26T23:00:00+0100,2013,2024
4175,Averageusualworkinghoursofemployedpersonsbetween15and64yearsoldbymaintypeofchildcareusedforown/spouse'schildrenupto14whileworking,LFSO_05TYPECH,dataset,2014-03-12T23:00:00+0100,2023-12-21T23:00:00+0100,2005,2005
4176,"Currentdepressivesymptomsbysex,ageandincomequintile",HLTH_EHIS_MH1I,dataset,2023-06-16T23:00:00+0200,2024-01-03T23:00:00+0100,2014,2019
4177,Populationstructurebysex,EQ_POP02,dataset,2024-11-05T23:00:00+0100,2024-11-05T23:00:00+0100,2012,2023
4178,Traintrafficontherailnetwork-Lithuania(2015),RAIL_TF_NS15_LT,dataset,2018-06-28T11:00:00+0200,2024-01-03T23:00:00+0100,2015,2015
4179,Averageageatwhichemployedpersonsstartedreceivingaretirementpension-bysexandmainfinancialincentivetostayatwork,LFSO_06FINIAGPS,dataset,2014-03-14T23:00:00+0100,2023-12-21T23:00:00+0100,2006,2006
4180,Traintrafficontherailnetwork-Luxembourg(2015),RAIL_TF_NS15_LU,dataset,2018-06-28T11:00:00+0200,2024-01-03T23:00:00+0100,2015,2015
4181,Mainfinancialincentivesforemployedpersonswhoareentitledtoreceiveanindividualretirementpensiontostayatwork-bysexandoccupation(1000),LFSO_06FINIISCO,dataset,2014-03-14T23:00:00+0100,2023-12-21T23:00:00+0100,2006,2006
4182,Averagenumberofyearsspentworking-bysexandmainfinancialincentivetostayatwork,LFSO_06FINIYRSP,dataset,2014-03-14T23:00:00+0100,2023-12-21T23:00:00+0100,2006,2006
4183,Traintrafficontherailnetwork-Latvia(2015),RAIL_TF_NS15_LV,dataset,2018-05-17T23:00:00+0200,2024-01-03T23:00:00+0100,2015,2015
4184,Traintrafficontherailnetwork-theFormerYugoslavRepublicofMacedonia(2015),RAIL_TF_NS15_MK,dataset,2018-06-28T11:00:00+0200,2024-01-03T23:00:00+0100,2015,2015
4185,"Currentdepressivesymptomsbysex,ageandincomequintile",HLTH_EHIS_MH1I$DV_464,dataset,2023-06-16T23:00:00+0200,2024-01-03T23:00:00+0100,,
4186,Traintrafficontherailnetwork-Netherlands(2015),RAIL_TF_NS15_NL,dataset,2018-05-17T23:00:00+0200,2024-01-03T23:00:00+0100,2015,2015
4187,Numberofemployedpersonswhowouldstaylongeratwork(ornot)ifmoreflexibleworkingtimearrangementswereavailable-bysexandoccupation(1000),LFSO_06FLEXISCO,dataset,2014-03-14T23:00:00+0100,2023-12-21T23:00:00+0100,2006,2006
